Local time,Open,High,Low,Close,Volume
01.02.2010 02:00:00.000 GMT-0000,90.175,90.265,89.990,90.225,46198.0996
01.02.2010 06:00:00.000 GMT-0000,90.225,90.470,90.145,90.315,82292.3008
01.02.2010 10:00:00.000 GMT-0000,90.315,90.375,90.140,90.250,62203.6407
01.02.2010 14:00:00.000 GMT-0000,90.245,90.945,90.240,90.715,99048.8827
01.02.2010 18:00:00.000 GMT-0000,90.710,90.820,90.561,90.605,56654.1016
01.02.2010 22:00:00.000 GMT-0000,90.600,90.910,90.585,90.825,39871.7002
02.02.2010 02:00:00.000 GMT-0000,90.825,90.910,90.575,90.755,49915.7998
02.02.2010 06:00:00.000 GMT-0000,90.755,90.830,90.470,90.655,94235.4014
02.02.2010 10:00:00.000 GMT-0000,90.650,90.820,90.345,90.415,97710.59760000001
02.02.2010 14:00:00.000 GMT-0000,90.415,90.460,90.265,90.390,116634.9014
02.02.2010 18:00:00.000 GMT-0000,90.400,90.425,90.285,90.385,52584.1997
02.02.2010 22:00:00.000 GMT-0000,90.370,90.555,90.350,90.435,46944.2012
03.02.2010 02:00:00.000 GMT-0000,90.435,90.520,90.300,90.515,48524.4004
03.02.2010 06:00:00.000 GMT-0000,90.515,90.520,90.075,90.345,107298.89839999999
03.02.2010 10:00:00.000 GMT-0000,90.350,90.870,90.265,90.755,124791.6016
03.02.2010 14:00:00.000 GMT-0000,90.755,91.275,90.750,91.120,123955.3008
03.02.2010 18:00:00.000 GMT-0000,91.120,91.230,90.930,90.975,65072.40089999999
03.02.2010 22:00:00.000 GMT-0000,90.975,91.055,90.790,90.920,44991.100099999996
04.02.2010 02:00:00.000 GMT-0000,90.920,90.935,90.845,90.905,34274.8003
04.02.2010 06:00:00.000 GMT-0000,90.905,91.075,90.715,90.870,92854
04.02.2010 10:00:00.000 GMT-0000,90.870,90.890,90.475,90.600,82940.8809
04.02.2010 14:00:00.000 GMT-0000,90.600,90.710,88.550,89.110,132674.7968
04.02.2010 18:00:00.000 GMT-0000,89.110,89.230,88.860,89.025,55392.59910000001
04.02.2010 22:00:00.000 GMT-0000,89.010,89.735,88.880,89.580,62195.4009
05.02.2010 02:00:00.000 GMT-0000,89.580,89.770,89.510,89.540,45430.6992
05.02.2010 06:00:00.000 GMT-0000,89.540,89.770,89.335,89.435,100237.9004
05.02.2010 10:00:00.000 GMT-0000,89.435,89.885,89.110,89.605,90515.7988
05.02.2010 14:00:00.000 GMT-0000,89.605,89.670,89.060,89.305,118031.50979999999
05.02.2010 18:00:00.000 GMT-0000,89.305,89.440,88.815,89.220,80619.9004
07.02.2010 22:00:00.000 GMT-0000,89.485,89.485,89.140,89.270,41766.2993
08.02.2010 02:00:00.000 GMT-0000,89.265,89.400,89.210,89.375,49830.7998
08.02.2010 06:00:00.000 GMT-0000,89.375,89.560,89.230,89.390,114870.6016
08.02.2010 10:00:00.000 GMT-0000,89.390,89.530,89.160,89.355,88092.08009999999
08.02.2010 14:00:00.000 GMT-0000,89.355,89.420,89.145,89.345,114106.459
08.02.2010 18:00:00.000 GMT-0000,89.345,89.370,89.220,89.250,52580.100099999996
08.02.2010 22:00:00.000 GMT-0000,89.245,89.410,89.145,89.325,58520.6992
09.02.2010 02:00:00.000 GMT-0000,89.320,89.490,89.320,89.430,69481.3008
09.02.2010 06:00:00.000 GMT-0000,89.425,89.725,89.385,89.695,112910.7032
09.02.2010 10:00:00.000 GMT-0000,89.695,89.805,89.525,89.605,107155.27930000001
09.02.2010 14:00:00.000 GMT-0000,89.605,89.750,89.310,89.525,127669.90239999999
09.02.2010 18:00:00.000 GMT-0000,89.520,89.735,89.460,89.675,55648.2402
09.02.2010 22:00:00.000 GMT-0000,89.675,90.010,89.665,89.780,62927.8916
10.02.2010 02:00:00.000 GMT-0000,89.780,89.830,89.515,89.635,76193.501
10.02.2010 06:00:00.000 GMT-0000,89.635,89.810,89.550,89.695,105585.9004
10.02.2010 10:00:00.000 GMT-0000,89.695,89.745,89.235,89.425,92476.0996
10.02.2010 14:00:00.000 GMT-0000,89.425,90.040,89.410,89.970,98960.5078
10.02.2010 18:00:00.000 GMT-0000,89.970,90.060,89.860,89.925,57726.40089999999
10.02.2010 22:00:00.000 GMT-0000,89.925,90.140,89.905,90.030,24692.0002
11.02.2010 02:00:00.000 GMT-0000,90.025,90.050,89.815,89.905,37631.4995
11.02.2010 06:00:00.000 GMT-0000,89.905,90.035,89.840,89.900,84628.9014
11.02.2010 10:00:00.000 GMT-0000,89.895,89.905,89.570,89.755,106797.9004
11.02.2010 14:00:00.000 GMT-0000,89.750,89.880,89.655,89.790,140931.3984
11.02.2010 18:00:00.000 GMT-0000,89.790,89.820,89.650,89.755,60469.5
11.02.2010 22:00:00.000 GMT-0000,89.755,89.835,89.590,89.700,48817.4995
12.02.2010 02:00:00.000 GMT-0000,89.710,89.745,89.590,89.740,31071.2002
12.02.2010 06:00:00.000 GMT-0000,89.740,90.345,89.700,89.925,74366.789
12.02.2010 10:00:00.000 GMT-0000,89.925,90.420,89.600,90.255,80310.6016
12.02.2010 14:00:00.000 GMT-0000,90.250,90.290,89.840,89.940,93308.70120000001
12.02.2010 18:00:00.000 GMT-0000,89.940,90.050,89.905,89.920,34971.7402
14.02.2010 22:00:00.000 GMT-0000,90.120,90.210,89.975,90.160,31059.8008
15.02.2010 02:00:00.000 GMT-0000,90.160,90.230,90.115,90.120,28977.2002
15.02.2010 06:00:00.000 GMT-0000,90.125,90.200,89.935,89.970,67918
15.02.2010 10:00:00.000 GMT-0000,89.970,90.060,89.910,89.995,50833.8008
15.02.2010 14:00:00.000 GMT-0000,89.990,90.040,89.923,89.970,42152.6904
15.02.2010 18:00:00.000 GMT-0000,89.970,90.010,89.920,90.000,10258.9803
15.02.2010 22:00:00.000 GMT-0000,89.995,90.065,89.955,90.015,20712.7998
